Sample,Timestamp,Elapsed_s,X_m,Y_m,Heading_deg,Command_X,Command_Y,Command_Z,Motion,LocalizationValid
248,09:35:30,51.96900000004098,1.1356605500455543,-0.19210637064627908,-174.56000518798828,0.0,0.25,0.0,FORWARD,True
249,09:35:30,52.17200000002049,1.1244705994536803,-0.19233126802299164,-174.6500015258789,0.0,0.25,0.0,FORWARD,True
250,09:35:30,52.375,1.1121336581884305,-0.19738279557027347,-174.7300033569336,0.0,0.25,0.0,FORWARD,True
251,09:35:30,52.57900000002701,1.086815976854026,-0.18138943128090912,-174.74999237060547,0.0,0.25,0.0,FORWARD,True
252,09:35:30,52.78200000000652,1.0568819474135425,-0.1949716692044302,-174.87000274658203,0.0,0.25,0.0,FORWARD,True
253,09:35:31,53.0,1.0427663204867825,-0.18412594669454793,-174.85999298095703,0.0,0.25,0.0,FORWARD,True
254,09:35:31,53.20400000002701,1.0246874715038958,-0.17764739112003738,-174.87000274658203,0.0,0.25,0.0,FORWARD,True
255,09:35:31,53.40700000000652,1.0065519798784859,-0.17956989782893157,-174.87000274658203,0.0,0.25,0.0,FORWARD,True
256,09:35:31,53.61000000004424,1.000229064426821,-0.1775499466051654,-174.79000091552734,0.0,0.25,0.0,FORWARD,True
257,09:35:32,53.81300000002375,0.9786999426059417,-0.16975514999701735,-174.87999725341797,0.0,0.25,0.0,FORWARD,True
258,09:35:32,54.01600000000326,0.9484757124382448,-0.1444101252460086,-174.95000457763672,0.0,0.25,0.0,FORWARD,True
259,09:35:32,54.21900000004098,0.9484757124382448,-0.1444101252460086,-174.87999725341797,0.0,0.25,0.0,FORWARD,True
260,09:35:32,54.42200000002049,0.9279585702516037,-0.1465316110676602,-174.92000579833984,0.0,0.25,0.0,FORWARD,True
261,09:35:32,54.625,0.900462454467053,-0.14272167752260548,-174.76000213623047,0.0,0.25,0.0,FORWARD,True
262,09:35:33,54.82900000002701,0.8868969867239717,-0.1373446138937635,-174.79999542236328,0.0,0.25,0.0,FORWARD,True
263,09:35:33,55.04700000002049,0.8685751982078338,-0.12465178424309135,-174.76000213623047,0.0,0.25,0.0,FORWARD,True
264,09:35:33,55.25,0.8395686339471387,-0.10938995878668452,-174.7699966430664,0.0,0.25,0.0,FORWARD,True
265,09:35:33,55.45400000002701,0.8138652121442788,-0.08912211249015553,-174.74999237060547,0.0,0.25,0.0,FORWARD,True
266,09:35:33,55.65700000000652,0.8019642624923855,-0.08332382629462402,-174.74999237060547,0.0,0.25,0.0,FORWARD,True
267,09:35:34,55.86000000004424,0.7684505350602856,-0.06694732413161897,-174.7300033569336,0.0,0.25,0.0,FORWARD,True
268,09:35:34,56.06300000002375,0.7515288604955582,-0.0671837134678077,-174.74999237060547,0.0,0.25,0.0,FORWARD,True
269,09:35:34,56.26600000000326,0.7444326254342387,-0.06272714215644724,-174.81000518798828,0.0,0.25,0.0,FORWARD,True
270,09:35:34,56.46900000004098,0.7275834822207236,-0.061224882359290855,-174.73999786376953,0.0,0.25,0.0,FORWARD,True
271,09:35:34,56.67200000002049,0.6861961896221745,-0.054102930619413306,-174.67000579833984,0.0,0.25,0.0,FORWARD,True
272,09:35:35,56.89100000000326,0.6861961896221745,-0.054102930619413306,-174.68000030517578,0.0,0.25,0.0,FORWARD,True
273,09:35:35,57.09400000004098,0.6557968782319573,-0.030303394208476647,-174.64000701904297,0.0,0.25,0.0,FORWARD,True
274,09:35:35,57.29700000002049,0.6267737023670163,-0.032300940717434466,-174.60999298095703,0.0,0.25,0.0,FORWARD,True
275,09:35:35,57.5,0.6159976625269016,-0.024044288514909726,-174.62000274658203,0.0,0.25,0.0,FORWARD,True
276,09:35:35,57.70400000002701,0.5794966392854078,-0.020473502557131252,-174.5999984741211,0.0,0.25,0.0,FORWARD,True
277,09:35:36,57.90700000000652,0.5683251598413231,-0.01412674569881138,-174.60999298095703,0.0,0.25,0.0,FORWARD,True
278,09:35:36,58.11000000004424,0.5400554202140749,-0.005142103539470426,-174.64000701904297,0.0,0.25,0.0,FORWARD,True
279,09:35:36,58.31300000002375,0.5327712637840172,-0.00652549929027998,-174.60999298095703,0.0,0.25,0.0,FORWARD,True
280,09:35:36,58.53200000000652,0.5091018459763313,-0.016726202838374726,-174.56000518798828,0.0,0.25,0.0,FORWARD,True
281,09:35:36,58.73500000004424,0.48982154952034024,-0.016731177730436666,-174.60999298095703,0.0,0.25,0.0,FORWARD,True
